company_name,rating,reviews,company_type,locations
V-Mart,4.1,(2.5k),Retail,Gurgaon / Gurugram +284 other locations
Foundever,3.4,(2.5k),BPO,Hyderabad / Secunderabad +22 other locations
Alldigi Tech,3.9,(2.5k),BPO,Chennai +36 other locations
Himalaya Wellness,4.0,(2.5k),Pharma,Bangalore / Bengaluru +236 other locations
Tata Advanced Systems,3.7,(2.5k),Defence & Aerospace,Bangalore / Bengaluru +57 other locations
Tractors and Farm Equipment,3.9,(2.5k),Industrial Machinery,Chennai +192 other locations
BT Group,3.8,(2.5k),Telecom,Gurgaon / Gurugram +23 other locations
Northern Trust Operating Services,3.6,(2.5k),Financial Services,Bangalore / Bengaluru +27 other locations
Parle Agro,4.0,(2.5k),Beverage,Mumbai +257 other locations
IntouchCX,2.7,(2.5k),BPO,Hyderabad / Secunderabad +22 other locations
Foxconn,3.9,(2.5k),Electronics Manufacturing,Chennai +59 other locations
JCB,3.9,(2.4k),Industrial Machinery,Pune +113 other locations
Patanjali Ayurved,3.9,(2.4k),FMCG,Haridwar +301 other locations
Physicswallah,3.5,(2.4k),EdTech,Noida +122 other locations
Statestreet HCL Services,3.4,(2.4k),BPO,Chennai +18 other locations
Laurus Labs,4.3,(2.4k),Pharma,Visakhapatnam +33 other locations
McDonald's,3.8,(2.4k),Hospitality,New Delhi +149 other locations
Photon Interactive,4.1,(2.4k),IT Services & Consulting,Chennai +18 other locations
Paras Hospital,4.1,(2.4k),Healthcare,Patna +62 other locations
ICICI Securities,3.9,(2.4k),Financial Services,Mumbai +148 other locations
Canara HSBC Life Insurance,3.6,(2.4k),Insurance,Gurgaon / Gurugram +312 other locations
Emcure Pharmaceuticals,3.6,(2.4k),Pharma,Pune +115 other locations
Mahindra Holidays & Resorts,3.5,(2.4k),Hospitality,Mumbai +113 other locations
Planet Spark,3.9,(2.4k),EdTech,Gurgaon / Gurugram +61 other locations
Mahindra Rural Housing Finance,4.0,(2.4k),NBFC,Mumbai +461 other locations
Datamatics Global Services,3.3,(2.4k),IT Services & Consulting,Mumbai +37 other locations
Biocon Limited,4.0,(2.4k),Biotechnology,Bangalore / Bengaluru +66 other locations
Intellect Design Arena,3.6,(2.4k),Software Product,Chennai +40 other locations
Axis Direct,3.6,(2.4k),Financial Services,Mumbai +270 other locations
Taj Hotels Resorts and Palaces,4.2,(2.4k),Hospitality,Mumbai +109 other locations
Hero FinCorp,3.9,(2.4k),NBFC,New Delhi +390 other locations
Cholamandalam MS General Insurance,3.7,(2.4k),Insurance,Chennai +386 other locations
3i Infotech,3.4,(2.3k),IT Services & Consulting,Mumbai +127 other locations
Capgemini Engineering,3.3,(2.3k),IT Services & Consulting,Bangalore / Bengaluru +27 other locations
Cadila Pharmaceuticals,3.3,(2.3k),Pharma,Ahmedabad +133 other locations
Info Edge,3.9,(2.3k),Internet,Noida +69 other locations
Aditya Birla Group,4.1,(2.3k),Metals & Mining,Mumbai +264 other locations
Adani Group,3.8,(2.3k),Power,Ahmedabad +191 other locations
Syngene International,3.9,(2.3k),Clinical Research,Bangalore / Bengaluru +21 other locations
KocharTech,3.6,(2.3k),IT Services & Consulting,Kolkata +25 other locations
Bureau Veritas,3.8,(2.3k),Other,Mumbai +143 other locations
Cybage,3.8,(2.3k),IT Services & Consulting,Pune +15 other locations
CorroHealth infotech,3.7,(2.3k),Analytics & KPO,Hyderabad / Secunderabad +33 other locations
Delhi Public School,3.8,(2.3k),Education & Training,New Delhi +273 other locations
Xoriant,4.1,(2.3k),IT Services & Consulting,Pune +23 other locations
Aavas Financiers,3.9,(2.3k),NBFC,Jaipur +292 other locations
Akums Drugs & Pharmaceuticals Limited,4.2,(2.3k),Pharma,Haridwar +39 other locations
Lifestyle,4.2,(2.3k),Retail,Bangalore / Bengaluru +129 other locations
Eureka Forbes,3.6,(2.3k),Consumer Electronics & Appliances,Mumbai +184 other locations
GVK Emergency Management and Research Institute,3.6,(2.3k),Non-Profit,Lucknow +212 other locations
RMSI,3.6,(2.3k),IT Services & Consulting,Hyderabad / Secunderabad +25 other locations
Kia India,3.9,(2.3k),Automobile,Anantapur +186 other locations
Sopra Steria,3.9,(2.3k),IT Services & Consulting,Noida +20 other locations
Sobha,3.8,(2.3k),Real Estate,Bangalore / Bengaluru +37 other locations
Straive,3.3,(2.3k),IT Services & Consulting,Chennai +31 other locations
Unacademy,2.9,(2.2k),EdTech,Bangalore / Bengaluru +72 other locations
TaskUs,3.1,(2.2k),BPO,Indore +35 other locations
Radisson Hotels,4.0,(2.2k),Hospitality,New Delhi +126 other locations
Apollo Pharmacy,3.7,(2.2k),Pharma,Hyderabad / Secunderabad +280 other locations
Myntra,3.9,(2.2k),Internet,Bangalore / Bengaluru +103 other locations
Panasonic Life Solutions India,3.9,(2.2k),Consumer Electronics & Appliances,Haridwar +169 other locations
Lava International,3.9,(2.2k),Consumer Electronics & Appliances,Noida +222 other locations
SBI Securities,3.6,(2.2k),Financial Services,Mumbai +315 other locations
Lodha,4.1,(2.2k),Real Estate,Mumbai +30 other locations
Endurance Technologies Limited,3.9,(2.2k),Auto Components,Aurangabad +48 other locations
Team Computers,3.6,(2.2k),IT Services & Consulting,New Delhi +102 other locations
TCE,3.8,(2.2k),Engineering & Construction,Mumbai +131 other locations
Adani Wilmar,4.0,(2.2k),FMCG,Ahmedabad +198 other locations
Whirlpool,4.0,(2.2k),Consumer Electronics & Appliances,Pune +175 other locations
Indian Railways,4.2,(2.2k),Railways,Kolkata +248 other locations
Star Union Dai-ichi Life Insurance,3.8,(2.2k),Insurance,Mumbai +315 other locations
GlaxoSmithKline Pharmaceuticals,4.0,(2.2k),Pharma,Bangalore / Bengaluru +217 other locations
Bharti AXA Life Insurance,3.6,(2.2k),Insurance,Mumbai +243 other locations
Cisco,4.1,(2.2k),Hardware & Networking,Bangalore / Bengaluru +46 other locations
Nokia Networks,4.1,(2.2k),Hardware & Networking,Chennai +87 other locations
SBI General Insurance,3.6,(2.2k),Insurance,Mumbai +284 other locations
Daikin Airconditioning India Pvt. Ltd.,4.1,(2.1k),Consumer Electronics & Appliances,Neemrana +107 other locations
Renault Nissan Technology & Business Centre India,3.8,(2.1k),Automobile,Chennai +18 other locations
Coromandel International,4.1,(2.1k),Agro Chemicals,Visakhapatnam +180 other locations
Sify Technologies,3.7,(2.1k),IT Services & Consulting,Chennai +132 other locations
Meesho,3.7,(2.1k),Internet,Bangalore / Bengaluru +131 other locations
Shahi Exports,3.9,(2.1k),Fashion & Textile,Bangalore / Bengaluru +70 other locations
Huawei Technologies,4.0,(2.1k),Telecom,Bangalore / Bengaluru +105 other locations
Ambuja Cements,3.8,(2.1k),Building Material,Mumbai +253 other locations
Allstate,3.6,(2.1k),Insurance,Pune +15 other locations
BNP Paribas,3.7,(2.1k),Banking,Mumbai +27 other locations
ValueLabs,3.5,(2.1k),IT Services & Consulting,Hyderabad / Secunderabad +20 other locations
Bank of Baroda,3.5,(2.1k),Banking,Mumbai +299 other locations
Brakes India,3.9,(2.1k),Auto Components,Chennai +100 other locations
Microsoft Corporation,3.8,(2.1k),Software Product,Bangalore / Bengaluru +47 other locations
Life Insurance Corporation of India,4.4,(2.1k),Insurance,New Delhi +471 other locations
Newgen Software Technologies,4.0,(2.1k),IT Services & Consulting,Noida +32 other locations
Simplex Infrastructures,3.4,(2.1k),Engineering & Construction,Kolkata +139 other locations
BHEL,4.2,(2.1k),Electrical Equipment,Bangalore / Bengaluru +128 other locations
Spark Minda,3.8,(2.1k),Auto Components,Pune +75 other locations
Cargill,3.9,(2.1k),Food Processing,Bangalore / Bengaluru +119 other locations
Pfizer,3.9,(2.1k),Pharma,Visakhapatnam +130 other locations
CAMS,3.6,(2.1k),Financial Services,Chennai +107 other locations
GAO Tek,4.4,(2.1k),Electrical Equipment,New York +40 other locations
Generali Central Life Insurance,3.5,(2.1k),Insurance,Mumbai +198 other locations
Power Mech Projects,3.8,(2.1k),Engineering & Construction,Hyderabad / Secunderabad +150 other locations
upGrad,3.4,(2.1k),EdTech,Bangalore / Bengaluru +49 other locations
Force Motors,3.7,(2.1k),Automobile,Pune +107 other locations
Ola Cabs,3.3,(2.1k),Internet,Bangalore / Bengaluru +112 other locations
FirstCry,3.6,(2.1k),Retail,Pune +211 other locations
Poonawalla Fincorp,3.6,(2.1k),NBFC,Pune +261 other locations
Nuvoco Vistas,4.1,(2.1k),Building Material,Kolkata +196 other locations
Bharat Petroleum,4.2,(2.1k),Oil & Gas,Mumbai +259 other locations
Mercedes-Benz Research and Development India,3.7,(2.1k),IT Services & Consulting,Bangalore / Bengaluru +51 other locations
"Maruti Suzuki India Limited, Hansalpur",4.2,(2.1k),Automobile,Ahmedabad +103 other locations
Raymond Lifestyle Limited,4.1,(2k),Fashion & Textile,Mumbai +148 other locations
Reliance Trends,4.1,(2k),Retail,Bangalore / Bengaluru +391 other locations
Saint-Gobain,3.9,(2k),Building Material,Mumbai +103 other locations
Renault-Nissan,4.1,(2k),Automobile,Chennai +86 other locations
Kotak Securities,3.5,(2k),Financial Services,Mumbai +138 other locations
Extramarks Education,3.4,(2k),EdTech,Noida +111 other locations
Jio Platforms,3.4,(2k),IT Services & Consulting,Mumbai +102 other locations
ITC Hotels,4.1,(2k),Hospitality,Bangalore / Bengaluru +94 other locations
Manipal Hospitals,4.1,(2k),Healthcare,Bangalore / Bengaluru +67 other locations
Delphi TVS,3.9,(2k),Auto Components,Chennai +59 other locations
Reliance General Insurance,3.6,(2k),Insurance,Mumbai +193 other locations
JK Tyre,3.7,(2k),Auto Components,Chennai +141 other locations
Ninjacart,3.8,(2k),Internet,Bangalore / Bengaluru +113 other locations
CitiusTech,3.2,(2k),IT Services & Consulting,Mumbai +16 other locations
Henry Harvin Education,3.5,(2k),EdTech,Noida +33 other locations
Biological E,4.2,(2k),Pharma,Hyderabad / Secunderabad +71 other locations
State Street Syntel,3.7,(2k),Financial Services,Mumbai +21 other locations
SGS,3.8,(2k),"Testing, Inspection and Certification (TIC)",Mumbai +145 other locations
Infinite Computer Solutions,3.3,(2k),IT Services & Consulting,Bangalore / Bengaluru +36 other locations
Morgan Stanley,3.6,(2k),Financial Services,Mumbai +19 other locations
Senco Gold,4.4,(2k),Jewellery,Kolkata +77 other locations
YASH Technologies,3.7,(2k),IT Services & Consulting,Hyderabad / Secunderabad +30 other locations
Novartis,4.1,(2k),Pharma,Hyderabad / Secunderabad +75 other locations
HSBC Electronic Data Processing,4.1,(2k),IT Services & Consulting,Bangalore / Bengaluru +19 other locations
EPAM Systems,3.7,(2k),IT Services & Consulting,Hyderabad / Secunderabad +35 other locations
SAP,4.1,(1.9k),Software Product,Bangalore / Bengaluru +53 other locations
AECOM,4.2,(1.9k),Engineering & Construction,Gurgaon / Gurugram +121 other locations
IDBI Bank,3.4,(1.9k),Banking,Mumbai +328 other locations
L&T Energy Hydrocarbon,3.8,(1.9k),Engineering & Construction,Vadodara +87 other locations
Narayana Health,3.9,(1.9k),Healthcare,Bangalore / Bengaluru +64 other locations
Schindler,3.9,(1.9k),Industrial Machinery,Pune +89 other locations
K12 Techno Services,3.6,(1.9k),EdTech,Bangalore / Bengaluru +41 other locations
NTT DATA Business Solutions,4.1,(1.9k),IT Services & Consulting,Bangalore / Bengaluru +32 other locations
Paisabazaar.com,3.4,(1.9k),Internet,Gurgaon / Gurugram +35 other locations
Honeywell Automation,3.7,(1.9k),Industrial Automation,Pune +79 other locations
Aditya Birla Health Insurance Co,3.7,(1.9k),Insurance,Mumbai +250 other locations
Uflex,3.8,(1.9k),Packaging,Noida +47 other locations
R.R. Donnelley,3.7,(1.9k),Marketing & Advertising,Chennai +26 other locations
Dr Lal PathLabs,4.2,(1.9k),Healthcare,New Delhi +202 other locations
Philips,3.8,(1.9k),Medical Equipment,Bangalore / Bengaluru +96 other locations
Motherson Automotive Technologies and Engineering,3.8,(1.9k),Auto Components,Chennai +67 other locations
Gabriel India Limited,4.1,(1.9k),Auto Components,Pune +51 other locations
NCR Corporation,3.5,(1.9k),IT Services & Consulting,Hyderabad / Secunderabad +90 other locations
V-Guard Industries,4.3,(1.9k),Consumer Electronics & Appliances,Kochi +169 other locations
Microland,3.5,(1.9k),IT Services & Consulting,Bangalore / Bengaluru +46 other locations
Trent,3.8,(1.9k),Retail,Mumbai +142 other locations
Haier Appliances India,3.9,(1.9k),Consumer Electronics & Appliances,Pune +156 other locations
Shadowfax Technologies,3.5,(1.9k),Logistics,Bangalore / Bengaluru +239 other locations
Spinny,3.7,(1.9k),Internet,Gurgaon / Gurugram +62 other locations
Parle Products,3.9,(1.9k),FMCG,Mumbai +241 other locations
Tekwissen,4.9,(1.9k),IT Services & Consulting,Visakhapatnam +5 other locations
Globiva,3.0,(1.9k),BPO,Gurgaon / Gurugram +27 other locations
CNH (Case New Holland),3.7,(1.9k),Industrial Machinery,Gurgaon / Gurugram +138 other locations
Lucas-TVS,3.9,(1.9k),Auto Components,Chennai +75 other locations
CMS Infosystems,3.5,(1.9k),Software Product,Mumbai +216 other locations
Tata Tele Business Services,3.6,(1.9k),Telecom,Mumbai +135 other locations
Crisil,3.5,(1.9k),Analytics & KPO,Mumbai +80 other locations
Google,4.4,(1.9k),Software Product,Bangalore / Bengaluru +84 other locations
Angel One,3.6,(1.9k),FinTech,Mumbai +132 other locations
DHL Supply Chain,4.2,(1.9k),Logistics,Mumbai +102 other locations
Safexpress,3.9,(1.9k),Logistics,New Delhi +156 other locations
Adecco Group,3.8,(1.9k),Recruitment,Bangalore / Bengaluru +178 other locations
G R Infraprojects,4.1,(1.9k),Engineering & Construction,Gurgaon / Gurugram +155 other locations
Aye Finance,4.1,(1.9k),NBFC,Gurgaon / Gurugram +360 other locations
HTC Global Services,3.4,(1.9k),IT Services & Consulting,Chennai +32 other locations
Infinx,3.8,(1.9k),Software Product,Hyderabad / Secunderabad +36 other locations
Tata Power,3.9,(1.9k),Power,Mumbai +150 other locations
NTPC,4.2,(1.8k),Power,New Delhi +121 other locations
Iris Software,3.8,(1.8k),IT Services & Consulting,Noida +24 other locations
Aadhar Housing Finance,4.0,(1.8k),NBFC,Mumbai +321 other locations
Thomson Reuters,3.8,(1.8k),Software Product,Bangalore / Bengaluru +26 other locations
First American (India),3.6,(1.8k),Insurance,Bangalore / Bengaluru +22 other locations
Trident Group,3.3,(1.8k),Fashion & Textile,Barnala +59 other locations
Hindustan Aeronautics,4.3,(1.8k),Defence & Aerospace,Bangalore / Bengaluru +64 other locations
TVS Sundram Fasteners,3.6,(1.8k),Auto Components,Chennai +66 other locations
KENT RO Systems,3.8,(1.8k),Consumer Electronics & Appliances,Noida +151 other locations
Torrent Power,3.8,(1.8k),Power,Ahmedabad +60 other locations
ICICI Home Finance,3.7,(1.8k),Financial Services,Mumbai +216 other locations
Aragen Life Sciences,3.9,(1.8k),Clinical Research,Hyderabad / Secunderabad +31 other locations
PI Industries,3.8,(1.8k),Agro Chemicals,Vadodara +104 other locations
Jindal Saw,4.0,(1.8k),Iron & Steel,Mundra +76 other locations
NeoSOFT,3.4,(1.8k),IT Services & Consulting,Mumbai +24 other locations
Medi Assist India,3.5,(1.8k),Insurance,Bangalore / Bengaluru +65 other locations
Honda Cars,4.3,(1.8k),Automobile,Bhiwadi +117 other locations
CSB Bank,3.2,(1.8k),Banking,Mumbai +231 other locations
Fusion CX,3.3,(1.8k),BPO,Kolkata +57 other locations
Polycab Wires,3.9,(1.8k),Electrical Equipment,Vadodara +167 other locations
AXA Business Services,3.8,(1.8k),IT Services & Consulting,Pune +11 other locations
Sterling & Wilson,4.0,(1.8k),Engineering & Construction,Mumbai +129 other locations
AkzoNobel,4.1,(1.8k),Chemicals,Pune +161 other locations
Verizon,3.6,(1.8k),Telecom,Hyderabad / Secunderabad +10 other locations
Capri Global Capital,3.6,(1.8k),NBFC,New Delhi +326 other locations
Stellar Migration,1.3,(1.8k),Other,Dubai +7 other locations
Infra.Market,4.0,(1.8k),Building Material,Mumbai +128 other locations
Innovsource Services,3.8,(1.8k),Recruitment,Mumbai +246 other locations
TELUS Digital,3.6,(1.8k),IT Services & Consulting,Noida +25 other locations
SS&C TECHNOLOGIES,3.3,(1.8k),IT Services & Consulting,Mumbai +30 other locations
Cafe Coffee Day,3.7,(1.8k),Hospitality,Bangalore / Bengaluru +104 other locations
MetLife,4.1,(1.8k),Insurance,Noida +44 other locations
Dhani Loans and Services,3.9,(1.8k),NBFC,Gurgaon / Gurugram +187 other locations
Future Retail,4.4,(1.7k),Retail,Mumbai +197 other locations
Kalyan Jewellers,4.4,(1.7k),Jewellery,Thrissur +155 other locations
DIVI'S Laboratories,3.6,(1.7k),Pharma,Visakhapatnam +35 other locations
Tata Communications Transformation Services,3.8,(1.7k),Telecom,Pune +95 other locations
Haldiram Foods International Limited,3.8,(1.7k),FMCG,Nagpur +164 other locations
Godrej Properties,3.6,(1.7k),Real Estate,Mumbai +34 other locations
Hindustan Petroleum,4.2,(1.7k),Oil & Gas,Mumbai +252 other locations
Reckitt Benckiser,4.0,(1.7k),FMCG,Gurgaon / Gurugram +135 other locations
USHA International,4.1,(1.7k),Consumer Electronics & Appliances,Gurgaon / Gurugram +147 other locations
Security and Intelligence Services (India),4.0,(1.7k),Law Enforcement & Security,New Delhi +195 other locations
USV,4.0,(1.7k),Pharma,Mumbai +106 other locations
Digit Insurance,3.8,(1.7k),Insurance,Bangalore / Bengaluru +86 other locations
Vedantu,3.3,(1.7k),EdTech,Bangalore / Bengaluru +70 other locations
BT Business,3.9,(1.7k),Telecom,Gurgaon / Gurugram +12 other locations
Isgec Heavy Engineering,3.8,(1.7k),Engineering & Construction,Noida +90 other locations
HDFC Securities,3.4,(1.7k),Financial Services,Mumbai +185 other locations
NEC,4.0,(1.7k),IT Services & Consulting,Noida +54 other locations
Metro Cash & Carry,4.0,(1.7k),Retail,Bangalore / Bengaluru +88 other locations
Bata,3.5,(1.7k),Fashion & Textile,Gurgaon / Gurugram +146 other locations
Pine Labs,3.3,(1.7k),FinTech,Noida +118 other locations
LivSpace,3.4,(1.7k),Architecture & Interior Design,Bangalore / Bengaluru +53 other locations
Exela Technologies,3.2,(1.7k),BPO,Chennai +26 other locations
Mother Dairy Fruit & Vegetable,4.0,(1.7k),Food Processing,New Delhi +127 other locations
Air India,3.4,(1.7k),Aviation,New Delhi +64 other locations
Indian Navy,4.6,(1.7k),Defence & Aerospace,Mumbai +75 other locations
Sysnet Global Technologies,3.7,(1.7k),IT Services & Consulting,New Delhi +152 other locations
Annapurna Finance,3.9,(1.7k),NBFC,Bhubaneswar +391 other locations
Cavinkare,4.0,(1.7k),FMCG,Chennai +173 other locations
Granules India Limited,3.8,(1.7k),Pharma,Hyderabad / Secunderabad +22 other locations
Adani Green Energy,3.9,(1.7k),Power,Ahmedabad +113 other locations
Provana,3.9,(1.7k),BPO,Noida +11 other locations
FactSet,3.7,(1.6k),Analytics & KPO,Hyderabad / Secunderabad +17 other locations
Orange Business,4.2,(1.6k),IT Services & Consulting,Gurgaon / Gurugram +52 other locations
BVG India,4.3,(1.6k),Facility Management Services,Pune +130 other locations
